student_id,gender,ethnicity_group,parent_education,lunch_type,test_preparation,study_hours_week,attendance_rate,tutoring,extracurricular,math_score,reading_score,writing_score,final_grade_pct,passed
1744,Female,Group A,Master's,Standard,Completed,11.7,0.885,Yes,No,79.5,92.0,92.4,88.0,1
1745,Female,Group A,High School,Standard,Not Completed,13.3,1.0,No,Yes,71.3,94.4,78.5,81.4,1
1746,Female,Group B,Associate's,Standard,Completed,5.4,0.907,No,No,70.8,59.8,53.4,61.3,1
1747,Female,Group D,Associate's,Standard,Completed,14.7,0.911,No,No,84.3,84.2,90.2,86.2,1
1748,Female,Group C,Master's,Free/Reduced,Not Completed,8.5,0.784,No,Yes,54.2,53.1,57.3,54.9,0
1749,Male,Group C,Master's,Standard,Not Completed,3.1,0.875,No,Yes,71.6,62.4,66.3,66.8,1
1750,Female,Group E,Associate's,Free/Reduced,Completed,7.0,0.881,No,Yes,66.8,67.8,74.0,69.5,1
1751,Male,Group E,High School,Standard,Not Completed,4.3,0.834,Yes,Yes,57.9,60.6,58.4,59.0,0
1752,Female,Group E,Bachelor's,Free/Reduced,Not Completed,7.5,0.902,Yes,No,75.7,74.2,75.1,75.0,1
1753,Female,Group B,High School,Standard,Not Completed,2.9,0.866,No,Yes,57.6,58.3,57.2,57.7,0
1754,Female,Group D,Bachelor's,Standard,Completed,15.3,0.906,Yes,No,96.3,97.6,100.0,98.0,1
1755,Male,Group B,Master's,Standard,Not Completed,9.1,0.91,Yes,Yes,66.5,68.6,73.0,69.4,1
1756,Male,Group B,Some College,Free/Reduced,Not Completed,5.1,0.824,No,No,58.4,55.1,50.1,54.5,0
1757,Male,Group B,Associate's,Standard,Not Completed,7.6,0.868,No,Yes,58.5,67.1,63.0,62.9,1
1758,Female,Group B,Some College,Free/Reduced,Completed,6.5,0.906,No,Yes,82.3,69.9,70.7,74.3,1
1759,Female,Group C,Some College,Free/Reduced,Not Completed,15.6,0.995,No,No,97.7,85.7,91.7,91.7,1
1760,Male,Group D,Some College,Standard,Not Completed,6.4,0.921,No,Yes,74.9,79.0,73.3,75.7,1
1761,Female,Group A,Bachelor's,Standard,Completed,7.4,0.847,No,No,77.8,70.1,65.9,71.3,1
1762,Male,Group D,Master's,Standard,Not Completed,2.6,0.932,No,No,82.0,69.8,77.8,76.5,1
1763,Female,Group C,Master's,Standard,Completed,7.5,1.0,No,Yes,73.3,84.4,70.7,76.1,1
1764,Female,Group B,High School,Free/Reduced,Completed,8.3,0.973,No,No,59.8,64.5,65.3,63.2,1
1765,Female,Group C,Bachelor's,Free/Reduced,Completed,3.4,0.944,No,No,72.4,68.7,69.5,70.2,1
1766,Female,Group B,Bachelor's,Standard,Not Completed,9.8,0.958,No,Yes,76.3,72.2,81.4,76.6,1
1767,Male,Group C,Some College,Standard,Not Completed,1.6,1.0,No,Yes,66.3,81.0,78.3,75.2,1
1768,Female,Group C,High School,Standard,Completed,5.9,0.986,No,No,44.9,48.7,50.3,48.0,0
1769,Female,Group B,Some College,Standard,Completed,2.6,0.945,Yes,Yes,85.1,85.6,89.0,86.6,1
1770,Female,Group A,Master's,Free/Reduced,Not Completed,6.8,0.985,No,Yes,72.0,75.5,82.1,76.5,1
1771,Female,Group C,Associate's,Standard,Completed,5.2,0.813,No,Yes,63.9,62.3,54.5,60.2,1
1772,Male,Group E,Bachelor's,Free/Reduced,Not Completed,8.6,0.78,No,Yes,64.9,64.9,63.1,64.3,1
1773,Male,Group B,Some College,Standard,Not Completed,6.4,0.913,Yes,Yes,85.7,85.2,84.5,85.1,1
1774,Male,Group D,Bachelor's,Standard,Not Completed,8.5,0.905,Yes,Yes,82.7,86.6,86.4,85.2,1
1775,Male,Group D,High School,Standard,Completed,6.9,0.856,No,No,71.0,78.2,71.9,73.7,1
1776,Female,Group E,Some College,Standard,Not Completed,12.0,0.966,No,No,60.1,63.9,54.7,59.6,0
1777,Male,Group D,Associate's,Standard,Not Completed,11.1,0.751,No,Yes,57.6,73.2,60.3,63.7,1
1778,Female,Group C,High School,Free/Reduced,Completed,4.2,0.857,No,Yes,54.7,47.7,41.5,48.0,0
1779,Female,Group D,Bachelor's,Free/Reduced,Not Completed,11.5,0.861,Yes,Yes,93.0,94.4,84.4,90.6,1
1780,Male,Group E,High School,Standard,Not Completed,8.3,0.769,No,No,66.1,66.9,57.7,63.6,1
1781,Female,Group C,Associate's,Standard,Not Completed,12.6,1.0,No,Yes,97.7,100.0,100.0,99.2,1
1782,Male,Group B,Some College,Standard,Not Completed,3.5,0.791,No,Yes,52.3,61.2,55.4,56.3,0
1783,Female,Group A,Associate's,Free/Reduced,Completed,2.9,0.853,No,Yes,52.5,59.0,61.8,57.8,0
1784,Male,Group D,High School,Standard,Completed,3.0,0.973,Yes,Yes,75.6,78.3,75.2,76.4,1
1785,Male,Group D,High School,Free/Reduced,Not Completed,14.7,0.952,No,Yes,86.6,95.1,86.4,89.4,1
1786,Male,Group A,Master's,Standard,Completed,12.8,0.811,Yes,No,80.0,87.6,88.2,85.3,1
1787,Male,Group C,Some College,Standard,Not Completed,11.0,0.955,No,Yes,81.4,73.2,63.1,72.6,1
1788,Male,Group C,Bachelor's,Free/Reduced,Not Completed,2.7,0.923,No,Yes,76.4,64.8,63.7,68.3,1
1789,Female,Group A,Master's,Standard,Not Completed,11.1,1.0,No,No,90.9,82.2,76.8,83.3,1
1790,Female,Group E,High School,Standard,Not Completed,2.8,0.932,No,No,54.5,59.2,56.9,56.9,0
1791,Female,Group B,Some College,Standard,Not Completed,0.8,0.889,No,Yes,55.7,64.6,45.8,55.4,0
1792,Male,Group A,Associate's,Standard,Not Completed,5.2,0.831,No,Yes,60.2,62.6,59.3,60.7,1
1793,Female,Group C,Master's,Standard,Not Completed,6.0,0.84,Yes,No,71.4,69.1,76.9,72.5,1
1794,Male,Group D,Master's,Free/Reduced,Not Completed,13.7,0.834,No,No,84.7,90.5,76.8,84.0,1
1795,Female,Group A,Associate's,Free/Reduced,Not Completed,3.4,1.0,No,No,74.8,73.6,84.3,77.6,1
1796,Female,Group D,Bachelor's,Standard,Not Completed,20.9,0.901,No,No,74.1,77.8,85.1,79.0,1
1797,Male,Group C,High School,Free/Reduced,Completed,7.5,0.945,No,Yes,67.9,67.9,67.7,67.8,1
1798,Female,Group A,Master's,Standard,Completed,6.2,1.0,Yes,Yes,85.1,88.2,87.4,86.9,1
1799,Female,Group B,Master's,Standard,Not Completed,6.2,0.711,No,Yes,61.4,68.3,61.4,63.7,1
1800,Female,Group C,High School,Standard,Completed,2.9,1.0,Yes,Yes,65.5,73.6,71.7,70.3,1
1801,Male,Group B,Some College,Standard,Completed,5.4,0.904,No,No,75.2,84.5,72.8,77.5,1
1802,Male,Group E,High School,Standard,Not Completed,7.8,0.935,Yes,No,76.1,83.4,80.0,79.8,1
1803,Female,Group D,Some College,Free/Reduced,Not Completed,11.2,0.834,Yes,No,48.7,56.6,45.0,50.1,0
1804,Female,Group E,Bachelor's,Standard,Completed,5.3,0.84,Yes,No,90.5,87.6,74.5,84.2,1
1805,Female,Group B,Some College,Standard,Not Completed,7.4,0.939,No,No,69.5,61.8,63.6,65.0,1
1806,Male,Group E,High School,Standard,Completed,10.3,1.0,No,Yes,77.7,85.7,81.6,81.7,1
1807,Male,Group C,Some College,Free/Reduced,Completed,5.2,0.98,No,Yes,58.5,77.5,60.2,65.4,1
1808,Female,Group B,Master's,Free/Reduced,Not Completed,11.7,1.0,No,Yes,93.5,92.3,96.0,93.9,1
1809,Female,Group A,Associate's,Standard,Completed,9.2,0.885,No,Yes,78.0,83.5,78.0,79.8,1
1810,Female,Group A,Some College,Standard,Not Completed,10.6,0.852,Yes,Yes,68.4,81.3,76.6,75.4,1
1811,Male,Group D,High School,Standard,Not Completed,1.8,0.838,No,Yes,62.6,59.6,64.8,62.3,1
1812,Male,Group C,Master's,Standard,Completed,5.6,0.861,Yes,No,78.1,74.5,80.0,77.5,1
1813,Female,Group B,Bachelor's,Standard,Not Completed,4.5,0.736,No,Yes,56.3,53.6,59.1,56.3,0
1814,Female,Group C,Some College,Standard,Completed,1.5,0.842,Yes,No,75.3,83.1,70.0,76.1,1
1815,Female,Group B,High School,Standard,Completed,16.9,0.855,No,No,74.3,76.0,77.6,76.0,1
1816,Male,Group C,High School,Standard,Completed,11.1,0.886,No,No,83.3,82.0,80.3,81.9,1
1817,Female,Group B,High School,Standard,Not Completed,2.3,0.911,Yes,Yes,63.6,55.5,58.7,59.3,0
1818,Male,Group D,Associate's,Free/Reduced,Not Completed,13.9,0.929,No,Yes,87.5,92.9,77.9,86.1,1
1819,Male,Group D,Master's,Free/Reduced,Not Completed,6.5,0.899,Yes,Yes,89.7,93.1,88.3,90.4,1
1820,Female,Group C,Some College,Standard,Not Completed,8.7,0.853,No,Yes,55.8,65.0,58.1,59.6,0
1821,Female,Group B,Bachelor's,Standard,Not Completed,4.5,0.743,No,Yes,54.3,58.1,56.5,56.3,0
1822,Female,Group B,Some College,Standard,Completed,11.6,0.854,Yes,Yes,85.9,93.9,84.3,88.0,1
1823,Male,Group D,Bachelor's,Standard,Completed,6.3,0.822,No,Yes,81.6,89.9,83.9,85.1,1
1824,Male,Group B,Bachelor's,Free/Reduced,Not Completed,9.0,0.937,Yes,Yes,64.6,74.1,73.4,70.7,1
1825,Male,Group B,High School,Standard,Not Completed,12.3,0.973,No,No,73.4,75.5,71.2,73.4,1
1826,Male,Group A,Some College,Free/Reduced,Completed,9.6,0.975,Yes,No,83.8,75.6,80.4,79.9,1
1827,Female,Group C,Associate's,Free/Reduced,Not Completed,5.2,0.961,No,Yes,69.0,90.1,77.2,78.8,1
1828,Male,Group C,High School,Standard,Not Completed,6.4,0.889,No,No,55.6,63.8,59.9,59.8,0
1829,Male,Group D,Some College,Standard,Completed,10.8,0.858,No,Yes,77.1,76.6,74.1,75.9,1
1830,Female,Group B,Associate's,Standard,Completed,0.5,0.84,No,Yes,59.4,60.7,66.2,62.1,1
1831,Male,Group C,Master's,Standard,Not Completed,5.7,0.779,No,Yes,74.4,71.3,74.6,73.4,1
1832,Male,Group D,Some College,Standard,Completed,6.7,0.979,No,No,78.5,78.9,78.3,78.6,1
1833,Male,Group D,Bachelor's,Standard,Not Completed,8.0,0.886,No,Yes,70.9,54.3,61.3,62.2,1
1834,Male,Group C,Some College,Free/Reduced,Completed,4.5,0.8,No,Yes,51.0,54.1,51.0,52.0,0
1835,Male,Group C,Bachelor's,Standard,Not Completed,6.3,0.834,No,Yes,46.3,52.5,52.3,50.4,0
1836,Male,Group B,Associate's,Standard,Not Completed,7.4,0.831,No,Yes,53.5,63.3,65.3,60.7,1
1837,Female,Group E,Bachelor's,Standard,Completed,7.4,0.903,No,Yes,89.4,85.1,77.8,84.1,1
1838,Female,Group A,Some College,Free/Reduced,Not Completed,7.2,0.985,No,Yes,79.2,77.2,81.4,79.3,1
1839,Male,Group E,Associate's,Standard,Completed,5.3,0.872,No,No,80.4,79.2,81.8,80.5,1
1840,Female,Group D,Associate's,Free/Reduced,Completed,7.6,0.72,Yes,Yes,74.1,64.9,62.6,67.2,1
1841,Female,Group C,Some College,Standard,Completed,13.5,0.885,No,No,70.0,82.8,78.2,77.0,1
1842,Female,Group A,High School,Standard,Completed,6.3,0.888,Yes,No,74.4,72.8,73.8,73.7,1
1843,Female,Group C,High School,Standard,Not Completed,7.6,0.882,No,No,61.0,73.7,67.2,67.3,1
1844,Male,Group C,High School,Standard,Completed,6.3,0.85,Yes,Yes,82.0,91.5,83.3,85.6,1
1845,Male,Group B,Bachelor's,Free/Reduced,Not Completed,13.1,0.917,No,No,74.2,73.7,74.6,74.2,1
1846,Female,Group D,High School,Standard,Not Completed,5.7,0.905,No,No,78.5,78.8,70.4,75.9,1
1847,Female,Group E,High School,Free/Reduced,Completed,3.7,0.898,Yes,Yes,80.2,76.7,76.8,77.9,1
1848,Female,Group C,Bachelor's,Standard,Not Completed,9.8,0.933,Yes,Yes,87.1,85.6,88.7,87.1,1
1849,Male,Group D,Some College,Standard,Not Completed,5.5,0.866,No,No,45.7,38.9,47.1,43.9,0
1850,Male,Group A,Associate's,Standard,Not Completed,9.5,0.861,No,Yes,73.9,81.0,77.3,77.4,1
1851,Female,Group C,High School,Standard,Completed,5.0,1.0,No,Yes,73.4,71.0,74.8,73.1,1
1852,Male,Group A,Master's,Free/Reduced,Completed,3.2,0.945,No,No,72.8,79.3,69.5,73.9,1
1853,Male,Group C,Bachelor's,Free/Reduced,Not Completed,6.5,0.966,Yes,Yes,68.6,66.6,72.1,69.1,1
1854,Male,Group E,Bachelor's,Standard,Not Completed,2.5,0.998,No,Yes,76.1,70.6,64.9,70.5,1
1855,Male,Group D,Some College,Standard,Completed,7.9,0.942,No,Yes,66.1,88.6,67.9,74.2,1
1856,Female,Group A,Bachelor's,Standard,Not Completed,10.5,0.974,No,Yes,69.9,75.6,60.6,68.7,1
1857,Male,Group B,High School,Standard,Not Completed,17.6,0.774,No,Yes,65.4,42.2,47.1,51.6,0
1858,Female,Group C,High School,Standard,Not Completed,4.8,0.916,No,No,63.9,65.7,68.5,66.0,1
1859,Male,Group C,High School,Standard,Not Completed,4.1,0.885,Yes,Yes,77.1,66.5,73.2,72.3,1
1860,Male,Group D,Associate's,Standard,Not Completed,10.4,1.0,No,No,79.5,79.0,86.1,81.5,1
1861,Male,Group D,Some College,Standard,Completed,10.0,0.974,Yes,Yes,97.0,97.4,89.9,94.8,1
1862,Male,Group C,Associate's,Standard,Not Completed,10.4,0.85,No,No,64.1,73.6,72.5,70.1,1
1863,Female,Group C,High School,Standard,Completed,17.7,0.93,No,Yes,80.4,89.2,85.1,84.9,1
1864,Male,Group B,Some College,Standard,Completed,6.7,0.913,No,No,70.3,74.1,66.5,70.3,1
1865,Male,Group A,Bachelor's,Standard,Completed,19.7,0.936,No,Yes,89.2,90.0,86.9,88.7,1
1866,Male,Group B,Some College,Free/Reduced,Not Completed,5.4,0.818,Yes,No,76.1,80.8,71.2,76.0,1
1867,Female,Group C,Bachelor's,Standard,Not Completed,4.4,0.929,No,Yes,73.4,82.5,91.4,82.4,1
1868,Female,Group D,High School,Standard,Not Completed,4.1,0.882,No,Yes,48.3,56.5,53.8,52.9,0
1869,Female,Group D,Bachelor's,Standard,Completed,3.9,0.923,No,Yes,83.5,77.6,73.5,78.2,1
1870,Male,Group A,Associate's,Standard,Not Completed,18.2,0.842,No,No,88.1,79.9,72.9,80.3,1
1871,Male,Group C,High School,Free/Reduced,Not Completed,12.7,0.853,Yes,No,65.9,60.0,66.1,64.0,1
1872,Female,Group B,High School,Standard,Not Completed,17.3,0.994,No,Yes,71.6,87.1,79.8,79.5,1
1873,Female,Group B,Associate's,Free/Reduced,Not Completed,1.7,0.816,Yes,Yes,65.4,62.8,65.5,64.6,1
1874,Male,Group D,Bachelor's,Free/Reduced,Not Completed,2.8,0.822,No,No,63.1,81.2,57.6,67.3,1
1875,Male,Group A,Some College,Standard,Not Completed,5.5,0.896,No,No,72.8,68.1,68.5,69.8,1
1876,Male,Group C,Some College,Standard,Not Completed,5.0,0.838,No,No,61.2,62.3,51.2,58.2,0
1877,Male,Group B,Bachelor's,Free/Reduced,Not Completed,7.6,0.829,Yes,Yes,64.0,73.1,69.6,68.9,1
1878,Female,Group E,Associate's,Standard,Not Completed,6.8,0.908,Yes,No,82.1,78.3,80.3,80.2,1
1879,Female,Group C,Some College,Standard,Completed,3.4,0.78,No,Yes,71.9,69.2,74.1,71.7,1
1880,Male,Group B,Some College,Standard,Not Completed,4.7,0.819,No,No,59.1,62.0,51.1,57.4,0
1881,Male,Group C,High School,Standard,Not Completed,5.7,1.0,No,No,62.9,68.6,74.0,68.5,1
1882,Male,Group D,Associate's,Standard,Not Completed,3.0,0.937,No,No,60.9,76.7,59.3,65.6,1
1883,Male,Group E,Some College,Standard,Not Completed,6.2,0.84,No,Yes,54.9,56.2,51.1,54.1,0
1884,Male,Group B,Master's,Free/Reduced,Completed,3.2,0.933,No,Yes,79.2,84.6,71.9,78.6,1
1885,Female,Group E,Some College,Standard,Not Completed,6.1,0.945,No,No,64.1,69.3,60.3,64.6,1
1886,Female,Group E,Some College,Free/Reduced,Completed,3.7,0.98,No,Yes,61.2,65.3,59.9,62.1,1
1887,Female,Group E,Associate's,Standard,Completed,11.1,0.89,No,No,93.0,85.7,77.5,85.4,1
1888,Female,Group C,Master's,Standard,Completed,8.5,0.978,Yes,Yes,77.5,97.9,84.2,86.5,1
1889,Male,Group C,Bachelor's,Standard,Not Completed,8.3,0.737,No,Yes,63.1,55.8,52.7,57.2,0
1890,Male,Group C,Some College,Standard,Not Completed,9.9,0.815,Yes,No,79.9,70.8,70.5,73.7,1
1891,Female,Group D,Bachelor's,Standard,Completed,8.7,0.913,No,Yes,68.7,74.0,66.2,69.6,1
1892,Female,Group C,Associate's,Standard,Not Completed,11.1,0.926,No,Yes,57.4,64.8,73.8,65.3,1
1893,Male,Group D,Some College,Free/Reduced,Completed,7.2,0.827,No,No,71.3,65.7,71.3,69.4,1
1894,Female,Group C,High School,Standard,Completed,9.8,0.921,No,Yes,71.9,82.7,76.9,77.2,1
1895,Male,Group D,Some College,Standard,Completed,8.2,0.85,No,No,76.1,78.9,82.2,79.1,1
1896,Male,Group D,High School,Free/Reduced,Not Completed,8.2,0.878,No,Yes,52.1,65.0,44.2,53.8,0
1897,Male,Group A,Master's,Free/Reduced,Completed,2.4,0.982,Yes,No,76.7,80.3,82.5,79.8,1
1898,Female,Group D,Some College,Standard,Completed,3.4,0.973,No,Yes,72.9,89.1,72.2,78.1,1
1899,Female,Group C,Master's,Standard,Completed,7.6,0.82,Yes,No,72.2,68.4,71.8,70.8,1
1900,Male,Group D,Associate's,Free/Reduced,Not Completed,4.1,0.815,No,No,61.6,71.6,65.0,66.1,1
1901,Male,Group C,Associate's,Standard,Not Completed,6.4,0.867,No,No,80.8,74.9,59.7,71.8,1
1902,Female,Group C,Associate's,Standard,Not Completed,4.8,0.898,No,No,50.6,59.4,44.2,51.4,0
1903,Male,Group E,High School,Standard,Not Completed,4.9,0.847,Yes,Yes,65.1,69.8,66.5,67.1,1
1904,Female,Group B,Some College,Free/Reduced,Not Completed,6.8,0.983,No,No,71.7,70.4,66.6,69.6,1
1905,Male,Group D,High School,Standard,Completed,5.6,0.928,Yes,Yes,72.5,66.2,66.6,68.4,1
1906,Female,Group C,Associate's,Free/Reduced,Not Completed,13.8,0.932,No,No,66.2,65.8,63.9,65.3,1
1907,Male,Group C,Some College,Standard,Completed,2.6,0.799,Yes,Yes,73.4,72.1,66.1,70.5,1
1908,Female,Group B,Bachelor's,Free/Reduced,Not Completed,9.1,0.993,No,Yes,95.5,93.8,95.2,94.8,1
1909,Female,Group C,High School,Standard,Not Completed,10.1,0.674,No,Yes,52.6,54.9,50.2,52.6,0
1910,Female,Group B,High School,Standard,Not Completed,14.3,0.967,No,Yes,90.4,93.8,90.1,91.4,1
1911,Female,Group A,Some College,Free/Reduced,Not Completed,6.9,0.975,No,Yes,60.7,58.9,56.9,58.8,0
1912,Male,Group B,Master's,Standard,Completed,9.6,0.865,No,Yes,80.1,88.6,84.6,84.4,1
1913,Male,Group A,Bachelor's,Standard,Not Completed,13.7,1.0,No,No,92.7,93.6,97.5,94.6,1
1914,Female,Group E,Some College,Standard,Not Completed,4.5,0.895,No,Yes,64.7,62.0,59.6,62.1,1
1915,Female,Group E,Associate's,Standard,Not Completed,3.7,0.905,No,Yes,64.7,68.7,66.3,66.6,1
1916,Male,Group C,High School,Standard,Completed,7.1,0.927,No,No,79.1,76.3,76.9,77.4,1
1917,Male,Group D,Master's,Free/Reduced,Not Completed,5.8,1.0,No,Yes,89.5,90.4,93.3,91.1,1
1918,Male,Group B,Associate's,Standard,Not Completed,9.7,1.0,No,No,80.7,83.4,80.7,81.6,1
1919,Female,Group D,Some College,Standard,Not Completed,2.7,0.956,Yes,Yes,63.0,74.6,64.6,67.4,1
1920,Female,Group D,Associate's,Standard,Not Completed,13.2,0.827,Yes,Yes,77.8,79.2,77.0,78.0,1
1921,Male,Group E,High School,Standard,Not Completed,7.7,0.911,No,Yes,84.8,90.5,90.9,88.7,1
1922,Female,Group C,Master's,Free/Reduced,Completed,5.7,0.835,Yes,Yes,79.0,78.6,78.3,78.6,1
1923,Male,Group D,High School,Standard,Not Completed,6.6,0.966,No,Yes,67.8,64.4,64.2,65.5,1
1924,Female,Group B,Associate's,Standard,Not Completed,11.5,0.911,No,Yes,62.9,68.2,63.6,64.9,1
1925,Male,Group E,High School,Free/Reduced,Not Completed,8.8,0.81,No,Yes,45.4,45.9,49.3,46.9,0
1926,Female,Group A,Bachelor's,Standard,Not Completed,6.6,0.906,Yes,No,80.0,80.4,82.1,80.8,1
1927,Male,Group C,Bachelor's,Free/Reduced,Not Completed,5.9,0.832,No,No,77.9,76.5,67.2,73.9,1
1928,Female,Group D,Associate's,Free/Reduced,Completed,6.0,0.912,Yes,Yes,71.8,73.0,71.2,72.0,1
1929,Male,Group D,Associate's,Free/Reduced,Completed,9.5,0.831,Yes,No,79.1,69.1,79.5,75.9,1
1930,Female,Group A,Bachelor's,Standard,Completed,5.6,0.902,No,No,67.6,83.3,63.5,71.5,1
1931,Male,Group E,High School,Free/Reduced,Completed,9.0,0.96,No,Yes,66.9,74.2,64.0,68.4,1
1932,Male,Group B,Some College,Free/Reduced,Not Completed,3.8,0.896,No,Yes,59.9,71.1,61.9,64.3,1
1933,Male,Group C,High School,Standard,Not Completed,4.2,0.869,No,Yes,58.7,63.3,59.3,60.4,1
1934,Male,Group B,Master's,Standard,Not Completed,6.5,0.916,No,No,86.8,95.7,95.9,92.8,1
1935,Male,Group B,Some College,Standard,Not Completed,5.8,0.956,No,No,51.1,63.2,60.7,58.3,0
1936,Male,Group C,Bachelor's,Standard,Not Completed,4.4,0.811,No,Yes,65.5,69.1,64.9,66.5,1
1937,Female,Group C,Associate's,Standard,Not Completed,3.2,0.921,No,No,66.7,67.8,73.8,69.4,1
1938,Male,Group B,High School,Standard,Completed,4.0,1.0,No,No,72.7,84.0,69.8,75.5,1
1939,Female,Group B,High School,Standard,Completed,15.0,0.946,No,No,90.0,80.0,83.8,84.6,1
1940,Female,Group C,Some College,Standard,Completed,4.4,0.905,No,No,62.9,59.8,57.6,60.1,1
1941,Female,Group D,Some College,Standard,Completed,1.3,0.951,No,No,87.8,82.6,84.2,84.9,1
1942,Female,Group E,High School,Standard,Not Completed,6.8,0.936,No,No,61.8,66.1,67.3,65.1,1
1943,Male,Group A,High School,Free/Reduced,Not Completed,4.4,0.96,Yes,No,68.9,68.4,72.7,70.0,1
1944,Male,Group C,Bachelor's,Standard,Completed,5.5,0.738,No,Yes,67.1,81.3,70.3,72.9,1
1945,Male,Group A,Master's,Standard,Not Completed,10.7,0.776,No,No,64.0,74.2,76.1,71.4,1
1946,Female,Group A,Some College,Standard,Not Completed,5.8,0.98,Yes,No,69.1,77.4,75.2,73.9,1
1947,Female,Group D,Some College,Standard,Not Completed,5.4,0.78,No,Yes,61.9,68.5,68.7,66.4,1
1948,Female,Group C,High School,Free/Reduced,Not Completed,4.5,0.932,Yes,Yes,61.7,62.2,50.0,58.0,0
1949,Female,Group B,Associate's,Free/Reduced,Not Completed,5.6,0.872,No,No,68.2,78.3,77.1,74.5,1
1950,Female,Group B,Bachelor's,Standard,Not Completed,8.2,0.82,Yes,Yes,74.8,77.8,67.5,73.4,1
1951,Female,Group A,High School,Free/Reduced,Not Completed,1.9,0.928,Yes,No,56.9,53.3,45.8,52.0,0
1952,Female,Group D,High School,Standard,Completed,2.9,0.916,No,No,69.8,75.4,64.8,70.0,1
1953,Male,Group E,Bachelor's,Standard,Not Completed,8.3,1.0,No,Yes,91.9,98.9,95.6,95.5,1
1954,Male,Group A,Associate's,Standard,Not Completed,6.7,0.85,Yes,Yes,47.5,57.8,54.7,53.3,0
1955,Male,Group B,High School,Free/Reduced,Not Completed,4.7,1.0,Yes,Yes,64.2,75.1,57.2,65.5,1
1956,Male,Group E,Associate's,Standard,Not Completed,8.6,0.928,Yes,Yes,84.8,94.7,80.0,86.5,1
1957,Male,Group E,Some College,Free/Reduced,Completed,5.2,0.847,No,Yes,64.4,74.2,61.5,66.7,1
1958,Female,Group C,Some College,Free/Reduced,Completed,10.6,0.964,Yes,No,81.0,92.6,85.1,86.2,1
1959,Male,Group A,Bachelor's,Standard,Completed,4.6,0.945,No,No,78.2,77.4,76.6,77.4,1
1960,Male,Group A,Bachelor's,Standard,Not Completed,3.7,0.903,No,Yes,71.6,62.6,72.4,68.9,1
1961,Female,Group C,Some College,Free/Reduced,Not Completed,22.4,0.921,No,Yes,82.1,86.7,85.6,84.8,1
1962,Female,Group C,Master's,Standard,Not Completed,9.5,0.852,No,No,67.0,63.9,59.3,63.4,1
1963,Male,Group A,Some College,Standard,Not Completed,4.1,0.834,No,Yes,51.5,62.9,56.3,56.9,0
1964,Female,Group C,Bachelor's,Standard,Not Completed,5.2,0.961,No,No,68.2,74.5,72.3,71.7,1
1965,Male,Group A,Some College,Standard,Not Completed,4.6,0.882,No,Yes,61.7,51.3,60.6,57.9,0
1966,Male,Group D,Bachelor's,Standard,Not Completed,2.2,0.894,No,Yes,69.8,70.2,72.0,70.7,1
1967,Female,Group B,Master's,Standard,Completed,5.4,0.922,Yes,Yes,68.8,75.4,69.8,71.3,1
1968,Female,Group A,High School,Standard,Not Completed,7.1,0.921,No,No,62.3,65.3,60.9,62.8,1
1969,Female,Group C,Master's,Standard,Completed,13.4,0.786,No,No,99.4,100.0,100.0,99.8,1
1970,Female,Group C,Bachelor's,Free/Reduced,Not Completed,6.2,1.0,No,Yes,63.0,59.7,63.7,62.1,1
1971,Female,Group E,Bachelor's,Free/Reduced,Not Completed,4.9,0.91,No,No,78.4,74.4,70.2,74.3,1
1972,Male,Group C,High School,Standard,Completed,14.3,0.884,No,No,69.7,86.7,85.9,80.8,1
1973,Female,Group B,Bachelor's,Standard,Completed,12.7,0.934,No,Yes,82.9,85.3,74.8,81.0,1
1974,Female,Group D,Bachelor's,Free/Reduced,Not Completed,7.1,0.919,No,Yes,60.6,62.5,40.3,54.5,0
1975,Female,Group B,Some College,Standard,Not Completed,6.7,0.961,Yes,No,73.7,75.8,79.4,76.3,1
1976,Male,Group E,Master's,Standard,Not Completed,8.1,0.943,No,Yes,88.3,92.8,94.3,91.8,1
1977,Female,Group C,High School,Free/Reduced,Not Completed,4.5,0.957,No,Yes,54.9,47.7,58.3,53.6,0
1978,Female,Group C,High School,Free/Reduced,Completed,6.6,1.0,No,No,69.0,77.7,63.9,70.2,1
1979,Male,Group A,Associate's,Free/Reduced,Completed,4.4,0.971,No,Yes,80.6,91.6,79.3,83.8,1
1980,Male,Group C,Associate's,Free/Reduced,Not Completed,12.9,0.887,No,No,75.4,71.4,72.3,73.0,1
1981,Female,Group D,Associate's,Standard,Not Completed,3.9,0.81,No,No,36.6,44.4,43.4,41.5,0
1982,Male,Group D,High School,Standard,Not Completed,7.4,1.0,No,No,74.7,75.6,77.5,75.9,1
1983,Female,Group B,Master's,Free/Reduced,Not Completed,7.6,0.881,No,No,81.4,92.2,76.6,83.4,1
1984,Female,Group B,High School,Standard,Completed,13.5,0.862,No,Yes,86.1,78.5,77.1,80.6,1
1985,Female,Group D,High School,Standard,Completed,4.9,0.761,No,No,31.6,33.5,42.6,35.9,0
1986,Female,Group E,High School,Free/Reduced,Not Completed,4.3,0.927,Yes,Yes,62.0,67.3,67.2,65.5,1
1987,Male,Group A,Associate's,Free/Reduced,Not Completed,9.2,0.912,No,No,66.1,63.9,72.3,67.4,1
